user_id,text,class,created_at,timezone,coordinates,place
25273713,Pollution will not prevent Plans to double capacity of M4 @theresa_may tells #pmqs but will be other plans to cut smog,0,2017-02-01T12:31:03.000Z,London,,United Kingdom
71625376,Poor tummy doing summersaults canny handle bleach fumes least bathroom will be gleaming for 5 mins till start decorating again xxx 😐,0,2017-01-30T16:21:51.000Z,Edinburgh,,United Kingdom
598475398,Poss suicide on the tracks at Didcot. Woman next to me huffing &amp; puffing saying she'll never get home. Reminded her that at least she will.,0,2017-03-03T18:04:58.000Z,,,United Kingdom
14349660,Post-cold asthma lungs. Not the most enjoyable time I've spent on a treadmill,0,2017-04-03T10:44:06.000Z,Europe/London,,United Kingdom
4806576796,Pretty sure I can hear wheezing of Greenfinch and now LTT at last for the visit .,0,2017-03-11T12:17:02.000Z,,,United Kingdom
1402779810,Pretty sure some guys bathe in aftershave before they leave the house 🤢 so strong I can't breathe,0,2017-05-10T16:38:04.000Z,Amsterdam,,United Kingdom
211621458,Private GP appt today for essential #asthma medication that my surgery had to drop due to cutbacks.,0,2017-05-16T05:35:59.000Z,Hawaii,,United Kingdom
211621458,Private GP appt today for essential #asthma medication that my surgery has dropped due to cutbacks. Breathing is expensive business..,0,2017-05-16T05:34:12.000Z,Hawaii,,United Kingdom
264650559,Pro tip: you know it's time to take off your make up when you're litterally ripping out eyelashes because of how itchy your eyes are getting,0,2017-04-04T02:13:54.000Z,Mountain Time (US & Canada),,United Kingdom
2824004019,Probably doesn't that I still live in this mental hellhole. Such a relief knowing I have a degree etc when I wake up. Chest gets so tight.,0,2017-01-29T09:58:50.000Z,London,,United Kingdom
549721689,Probably going to die from the fumes of my tipp-ex in my exams anyway,0,2017-05-11T09:59:01.000Z,,,United Kingdom
56500970,"Probably gonna kill me and Nathan by sleeping in the flat with toxic fumes off of the tray I burnt earlier, but that's alright",0,2017-03-30T22:16:16.000Z,Edinburgh,,United Kingdom
15167084,Probably no role for aminophylline in asthma apart from a very rare life threatening case #YorkshireEMCPD,0,2017-05-16T09:24:34.000Z,London,,United Kingdom
470944391,"Productive day went fast into a car park n skimmed the kirb, lost the will to live over a perm, choked on my inhaler and walked into a wall",0,2017-05-28T00:33:06.000Z,Amsterdam,,United Kingdom
183650619,"Prof Duinker: air pollution, water pollution, pests and diseases are a threat to urban trees, don't underestimate mech damage  #TPBE3",0,2017-04-05T15:37:11.000Z,Amsterdam,,United Kingdom
495784454,"Prof on 5live gave list of problems suffered from Diesel fumes one is a drop in intelligence levels, Crickey I've always had diesel cars",0,2017-04-24T11:05:38.000Z,Pacific Time (US & Canada),,United Kingdom
21723,Proposals on #r4today to reduce air pollution amount to taxing or banning diesel cars – two strategies which characterised Medieval rulers!,0,2017-02-16T08:55:27.000Z,London,,United Kingdom
483455323,"Psa: if you're cologne is so strong that people can't breathe around you, tone it down a bit",0,2017-05-03T13:24:55.000Z,Casablanca,,United Kingdom
2737979351,Puff puff puffing da herb!! Happy 4/20 day stoners ✌🏼️ #herb,0,2017-04-21T05:27:48.000Z,,,United Kingdom
415718279,Puffing aw day Michelle and noo I'm watching the game again #toasted 🏆🍀🏆🍀🏆enjoy yer night 👍✌️#invincibles,0,2017-05-27T20:58:49.000Z,,,United Kingdom
279145178,Puffing out my arse,0,2017-03-28T19:33:23.000Z,London,,United Kingdom
1893653599,Puffing out my arse after 5s... My lord,0,2017-02-14T21:14:26.000Z,,,United Kingdom
423708683,Puffing so much Dank I be the first to catch a heart attack,0,2017-04-27T14:19:34.000Z,London,,United Kingdom
4186563454,"Pulled up to the petrol pump, about to fill up, realised I had not wallet on me - almost an #EpicFail Got home on fumes!",0,2017-04-19T22:36:24.000Z,,,United Kingdom
108654496,Pushing ahead with #3rdRunway will only make illegal levels of air pollution in Hounslow area worse. Don't residents deserve better?,0,2017-04-24T15:35:20.000Z,London,,United Kingdom
20524532,"Put a cold wet towel on Trevs belly cause he's still panting, really feel for fur babies in this weather 😔",0,2017-05-25T22:32:49.000Z,Eastern Time (US & Canada),,United Kingdom
442275119,Put a skirt on to try and look nice for a change but nahhh I can't fucking breathe in it💩,0,2017-04-17T11:21:50.000Z,,,United Kingdom
1374790374,"Puttin on bedsheets is a workout n a half, asthma attack inbound",0,2017-03-19T23:38:46.000Z,Amsterdam,,United Kingdom
446252892,"Putting contact lenses into tired eyes, one of which is sore and bloodshot, is something I wouldn't wish on my worst enemy.",0,2017-02-02T11:12:32.000Z,London,,United Kingdom
132230647,Q also for @PboroCityHosp @PASHFT #asthma #breathing #cancer #air #pollution,0,2017-03-31T11:07:57.000Z,Europe/London,,United Kingdom
20502222,"Q. Why were the triffids short of breath?
A. John Wyndham",0,2017-04-09T20:48:23.000Z,Amsterdam,,United Kingdom
1862956507,QUESTION? POLLUTION!  DO NOT RICH &amp; POOR ALIKE BREATH IN THE SAME AIR? THEN SHOULD NOT THOSE THAT CREATE POLLUTION CHANGE TO GREEN ENERGY?,0,2017-04-23T06:52:58.000Z,,,United Kingdom
523238242,Quickest awful head cold remedies please! Gone back to my childhood and living with a Vicks inhaler up my nose. Urgh.,1,2017-03-15T08:52:31.000Z,Casablanca,,United Kingdom
454296796,Quite glad it's time to sort my life out because my body is broken and I can't afford to breathe,0,2017-05-06T18:28:53.000Z,Casablanca,,United Kingdom
27420657,RATHER THAN MY VICKS VAPOR INHALER I JUST PUT MY FRIENDS LIGHTER UP MY BOSE OMG I ALMOST BLEW MY SHIT UP 😭😂 SHIT,0,2017-04-03T03:00:25.000Z,London,,United Kingdom
92809909,"Ready, Steady, Go transition for children with severe asthma important bridge - adult &amp; child services #ARNS2017 @RespNprang @EdforHealth",0,2017-05-06T08:59:54.000Z,London,,United Kingdom
22911980,Real talk - I have acid reflux and GERD and it's such an annoyingly basic and simple problem compared to my OCD and asthma but ughhhh,0,2017-05-06T19:09:13.000Z,London,,United Kingdom
121339191,"Real time Air Pollution monitoring centre to be increased from 6 to 26 in Delhi.

#AAPKaOutcomeBudget",0,2017-03-08T08:17:27.000Z,,,United Kingdom
703890067,Realised that my favourite pastime on trains is to burp Greggs pasty fumes at businessmen.,0,2017-05-17T11:20:19.000Z,Casablanca,,United Kingdom
186459224,Really difficult breathing conditions in #LondonUK Marylebone rd this morning with #airpollution #toxic fumes and low cloud. Nasty,1,2017-02-10T09:49:54.000Z,London,,United Kingdom
45209073,"Really feelin sorry for myself having hayfever, my poor wee itchy eyes n constant runny nose ☹️",1,2017-04-19T20:58:55.000Z,,,United Kingdom
37966963,"Really interesting to talk to our Chinese friend about problems of air pollution in China, not getting better it seems (at least not yet).",0,2017-02-05T15:43:20.000Z,Central America,,United Kingdom
302501332,Really looking forward to bumbling through the @AllergyShow in #Glasgow later today #IBS #eczema #psoriasis #asthma,1,2017-03-11T10:13:14.000Z,Edinburgh,,United Kingdom
20400636,Really okay about not having this cold anymore if someone could sort that out. Waking few times in the night unable to breathe isn't fun. 🤒,1,2017-04-21T09:21:47.000Z,London,,United Kingdom
17198793,Really struck by how clear and bright the views of Bath are today. The storm has cleared the Bath smog for now. Get your cameras out!,0,2017-02-24T10:36:30.000Z,London,,United Kingdom
340301607,Really suffering with my asthma and allergies at moment. Hate having to struggle to breathe.  Back to drs tomorrow. 😷😷🚑🚑,0,2017-05-21T18:03:56.000Z,Pacific Time (US & Canada),,United Kingdom
522664671,Really want to watch #SuperBowl but my eyes are sore as fk now so God knows what they will be like at 2am haha,1,2017-02-05T22:28:55.000Z,,,United Kingdom
1206240578,"Remember if you like a bit of murk, we have @pilotbeeruk up for a tap takeover this Thursday 16th!",0,2017-02-14T11:49:48.000Z,Edinburgh,,United Kingdom
400861491,"Remind me NEVER to look at the bio of a casual, non-following, commenter again. SMOG that's the grimmest, darkest shit in the world.",0,2017-05-07T12:02:21.000Z,Europe/London,,United Kingdom
178456156,Returning to Outlaw this weekend First tri as an asthmatic Last year had asthma attack there Aim to finish &amp; enjoy pint @ErdingerAF_UK 🏁🍺✅,0,2017-05-19T16:29:50.000Z,London,,United Kingdom
26778892,Ribs still ache. Breathing much easier today Peak flow is up and oxygen levels are at 98% #asthma,0,2017-05-13T09:14:56.000Z,London,,United Kingdom
556229125,Rice makes me wheeze. Doctor thinks I may be basmatic.,0,2017-03-20T22:26:57.000Z,Casablanca,,United Kingdom
14239607,"Ringtail Hen Harrier already hunting in the murk, White Dyke",0,2017-03-10T08:04:36.000Z,London,,United Kingdom
572056548,Rising crime to air pollution to expensive housing and cost of living is @SadiqKhan and his London do we want The UK to be that way? NOPE.,0,2017-05-17T21:51:04.000Z,Amsterdam,,United Kingdom
365370510,Rob kiernan is about as useless my dads inhaler,0,2017-02-01T21:27:20.000Z,,,United Kingdom
2821336042,"Rob starts lap 212 &amp; Streetley says fuel will be tight but should be ok. End of lap, limiter on and Erica is on fumes. 0.1 litres left. Box",0,2017-03-11T22:55:23.000Z,London,,United Kingdom
1117382450,Rochelle is actually giving me asthma I can't breathe 💀,0,2017-03-13T23:01:51.000Z,Amsterdam,,United Kingdom
20971787,Rocky is sunbathing in the garden. I've put him a bowl of ice water out because he keeps panting. Sunbathing &amp; walkies are his 2 fave things,0,2017-05-10T11:48:20.000Z,London,,United Kingdom
2321250025,"Rode into work, I don't have asthma or any similar medical problem but it's now hard to breathe, @SadiqKhan protect us, not drivers.",1,2017-05-02T05:57:51.000Z,London,,United Kingdom
14118054,Run off to Starbucks to get away from the toxic putty fumes in my room. Doesn’t feel right playing #NintendoSwitch; everyone is working,0,2017-03-12T14:55:55.000Z,London,"{ ""type"" : ""Point"", ""coordinates"" : [ -0.07275384999999999, 51.50714578 ] }",United Kingdom
2492170061,"Running courses for advisers is the new money making wheeze then?

#DumbanDumber",0,2017-05-17T21:18:15.000Z,London,,United Kingdom
24215769,Running for the bus then walking up a steep hill against the wind does my asthma no good at all. God bless inhalers.,0,2017-02-11T19:39:52.000Z,London,,United Kingdom
247202066,Running my pap on fumes 😫 hurry the fuck up payday 😔💸,0,2017-05-10T08:28:35.000Z,Casablanca,,United Kingdom
700703472405057536,Running of caffeine fumes this week......give me a break please now 😐😩,0,2017-03-17T08:07:44.000Z,,,United Kingdom
847877120,Running of fumes at the moment. Roll on the Summer. #mufc,0,2017-04-30T12:59:31.000Z,,,United Kingdom
2593342898,Running off fumes today 😴😴,0,2017-05-16T05:30:02.000Z,London,,United Kingdom
461486560,"Running on fumes , wish this lurgy would do one.",0,2017-03-08T08:30:40.000Z,London,,United Kingdom
250880264,Running on fumes right now 😴😴,0,2017-02-06T08:38:57.000Z,Amsterdam,,United Kingdom
162430725,Running on fumes this morning 😴☕️☕️,0,2017-04-09T04:27:44.000Z,Amsterdam,,United Kingdom
186472349,Running on fumes today can't wait to tuck myself into bed later,0,2017-05-12T10:48:10.000Z,London,,United Kingdom
1916585959,"Runny nose, bloodshot eyes, sore throat... 
F*** you hayfever",1,2017-04-10T08:01:46.000Z,,"{ ""type"" : ""Point"", ""coordinates"" : [ -1.8657013, 53.7204328 ] }",United Kingdom
26763798,Ruth Davidson in a skirt is a sight for agonising sore eyes #LeadersDebate,0,2017-05-21T18:45:36.000Z,London,,United Kingdom
3795491422,SAXOPHONES OMG WHEEZE,0,2017-02-21T19:31:18.000Z,,,United Kingdom
3100510635,SDNDNDH heedo almost choking in that video sana posted in wheezing,0,2017-02-19T00:01:29.000Z,Pacific Time (US & Canada),,United Kingdom
3100510635,SHKSKDJ that thread I can't breathe,0,2017-03-24T16:38:30.000Z,Pacific Time (US & Canada),,United Kingdom
4411227372,SLOW DOWN everything's honestly wheezing past way too fast,0,2017-05-04T08:57:51.000Z,,,United Kingdom
21615858,"SOME GUY JUST SAID I LOOK LIKE A COOL VERSION OF HAYLEY WILLIAMS, I CAN'T BREATHE",0,2017-05-17T01:47:19.000Z,Edinburgh,,United Kingdom
3100510635,STOP IM WHEEZING I changed my ig @ and Caleb took ult10tion why is he like this,0,2017-02-20T19:57:24.000Z,Pacific Time (US & Canada),,United Kingdom
296915285,"Sadiq Khan is still making the ""9000 deaths/year in London from air pollution"" when he must know by now that it's a fake statistic. Pls r/t",0,2017-04-06T16:47:51.000Z,,,United Kingdom
19991505,"Sadly I wasn't ""gasping for breath with tears at the marathon runner who helped his fellow. I Am dead inside but realistic",0,2017-04-23T20:16:15.000Z,London,,United Kingdom
21979782,Sami Zayns heavy panting 2 minutes into a match is my fav... great win 😊 @iLikeSamiZayn #raw,0,2017-04-11T01:53:33.000Z,London,,United Kingdom
189321105,"Santa Palmer-Tomkinson, Tara's sister, is married to Simon Jonathan Sebag Montefiore. Imagine the vicar gasping for breath after that one.",0,2017-02-09T10:41:55.000Z,Amsterdam,,United Kingdom
456751374,Sat here with the Vic inhaler and grandma is suspicious cause my eyes haven't gone red and watery yet 😂😂,0,2017-02-15T22:59:35.000Z,Hawaii,,United Kingdom
180116383,Sat in the sun with Frank. He started panting so I moved the blanket we were on into the shade to give him some respite. He had other ideas.,0,2017-05-25T16:49:40.000Z,Casablanca,,United Kingdom
165199698,Sat on monument steps waiting for my Mam with a packet of tissues and an olbas oil inhaler up my nose. Classy,0,2017-02-24T11:43:24.000Z,,,United Kingdom
58449302,Sat outside discussing data/compute challenges for bio-aerosol and getting itchy eyes.,0,2017-04-03T13:42:44.000Z,,,United Kingdom
1690973756,Saw @petthemovie. I CAN'T BREATHE. Kudos to cast &amp; crew for this rollercoaster! @KseniaSolo and @DomsWildThings - you were bloody excellent!,0,2017-04-05T19:41:34.000Z,London,,United Kingdom
281056495,"Saw some dogs panting in a car at the pub so went and complained to the staff. The owners heard me, turns out they're sat outside",0,2017-04-30T13:34:27.000Z,London,,United Kingdom
133387307,"Scammers! This ""HMRC Tax Refund"" wheeze of yours. Don't waste your time trying to fool actors with it. You've got better things to do! 😜☕️🎥",0,2017-02-02T10:02:18.000Z,,,United Kingdom
348907996,"Sean an I in the morning start off cute but once he starts to need To go to work it's less ""I love you"" and more ""where is my inhaler""......",0,2017-02-20T06:41:16.000Z,Edinburgh,,United Kingdom
13352692,"Second viewing and I'm still gasping, disoriented and tearful at the beauty of #MoonlightMovie",0,2017-02-19T17:10:34.000Z,Tehran,,United Kingdom
348597937,"See Mccririck gasping for recognition at award ceremony, #hasbeen #CheltenhamFestival",0,2017-03-16T15:53:30.000Z,London,,United Kingdom
1257312336,See spin classes with a chest infection and asthma honestly highly recommend 10/10 excellent can breathe,0,2017-04-27T11:18:06.000Z,,,United Kingdom
46093578,"See that bloke who bought his wheezing 'beloved' a half ounce of Old Holborn for #valentines Day, @HesAProperCunt",0,2017-02-14T11:23:49.000Z,London,,United Kingdom
61008191,"See the Tories are now trying to turn the fact that they've done sod all about air pollution in to ""it was labours fault""",0,2017-05-03T11:51:44.000Z,London,,United Kingdom
4892366255,Seeing avenged play acid rain live has given me a new love of it,0,2017-02-01T12:43:35.000Z,,,United Kingdom
276402784,"Seems screaming, panting and howling at work isn't acceptable anymore. Well not in front of clients anyway.",0,2017-04-03T13:24:16.000Z,London,,United Kingdom
296915285,"Seems the @TheBHF has now fallen for the fake 'air pollution deaths' statistic. Dear Mr Gillespie, check facts before making ass of yourself",0,2017-04-18T15:56:59.000Z,,,United Kingdom
23806406,Seen by the resp. nurse at @FrimleyPark excellent person centred care &amp; so kind. I feel more confident managing my @asthmauk #asthma,0,2017-01-30T11:15:26.000Z,London,,United Kingdom
3272239724,"Send help, can't stop watching Borat videos on youtube and now I can't breathe for laughing",0,2017-03-02T10:31:51.000Z,,,United Kingdom
276701574,Seriously @PaddyMcGuinness as PS is killing me! I can't breathe 😂😂😂 @lemontwittor,0,2017-05-06T20:34:03.000Z,London,,United Kingdom
32398309,Seriously itchy eyes 😒 bloody hay fever needs to piss off,1,2017-04-05T17:25:24.000Z,London,,United Kingdom
301560036,"Seriously need to get googles for swimming, my eyes are so sore 😵😵😵😵",0,2017-01-27T22:01:39.000Z,London,,United Kingdom
124679354,"Seriously, the ""HE'S IN NEW ZEALAND"" response to ""Where's Your Daddy?"" chants nearly gave me an asthma attack! @Travis_BanksPW  😂",0,2017-03-19T22:03:21.000Z,London,,United Kingdom
124679354,"Seriously, the ""HE'S IN NEW ZEALAND"" response to ""Where's Your Daddy?"" chants nearly gave me an asthma attack! 😂",0,2017-03-19T22:02:53.000Z,London,,United Kingdom
316464212,"She has a very unfortunate habit of raising her head and gasping for air just before answering a tough question! 🐋
#TheresaMay #asktheleader",0,2017-05-22T18:16:08.000Z,,,United Kingdom
22173331,"She moved there to expand to her full potential and I could suddenly breathe again. Can't sleep, though, despite the lack of, last night.",0,2017-02-09T14:31:13.000Z,London,,United States
20625251,She sounds like she's going to have an asthma attack 😂 #jeremykyle,0,2017-04-17T08:41:16.000Z,London,,United Kingdom
101323828,She's opened windows because apparently people can't breathe. The irony of that is lost on her. #midweekdrama,0,2017-04-19T12:46:16.000Z,Europe/London,,United Kingdom
2232977558,"Shocking stat from green building council...'40,000 premature deaths in UK each year due to poor air quality'.",0,2017-03-30T10:52:06.000Z,,"{ ""type"" : ""Point"", ""coordinates"" : [ -2.78412407, 54.01116868 ] }",United Kingdom
709702767389118465,Short of breath.... baby sure is sitting and kicking on my ribs today 👎🏼👎🏼,0,2017-03-30T13:59:10.000Z,,,United Kingdom
19772596,"Shortness of breath, watery eyes, itchy skin. Can only mean one thing = cat allergy. Pass the antihistamines 😩😭🤧",1,2017-03-21T21:18:44.000Z,Edinburgh,,United Kingdom
234776279,Should wait for asthma awareness week but.... the 'if we treated mental illnesses like physical illnesses' only really works for fractures,0,2017-05-09T09:02:26.000Z,London,,United Kingdom
1645162302,Should we all be thinking about home air purifiers with air pollution @andyburnhammp or build a bypass take the traffic away from the towns,0,2017-03-07T08:30:11.000Z,,,United Kingdom
562017666,"Shouldn't the oil industry pay to clean up their air pollution mess?

They've been selling unsafe product.

  #c4news",0,2017-04-26T18:45:02.000Z,,,United Kingdom
115422663,Shout out to the A&amp;E staff @KingsCollegeLon last night. Went in mid asthma attack &amp; was on a nebuliser within 10mins of arrival. #SaveOurNHS,1,2017-05-22T11:33:49.000Z,,,United Kingdom
115422663,Shout out to the A&amp;E staff on duty last night.  Went in mid asthma attack and was on a nebuliser within 10 mins of arriving. #SaveOurNHS,1,2017-05-22T11:32:01.000Z,,,United Kingdom
450093360,"Shoutout to all my neighbours who decided to mow their lawns today, can't actually breathe 🤧🌱",0,2017-05-25T20:15:22.000Z,London,,United Kingdom
2981352988,"Sick of having sleepless nights because can't breathe properly , worse cough and cold 🤧🤧 arghhh make me better please 😕",1,2017-02-23T01:53:53.000Z,,,United Kingdom
1900829886,Sight for sore eyes xxx,0,2017-02-16T18:12:23.000Z,,,United Kingdom
141092308,Signs of Spring in the air including itchy eyes.,0,2017-03-09T16:00:36.000Z,London,,United Kingdom
33457364,Simon Craig stresses the importance of continual re-assessment when it comes to asthma management in kids #ECCN17 @SaferCareVic,0,2017-02-24T00:36:31.000Z,London,,Australia
20152032,Simon just said I need to make a murk bomb called Eddie Murks after Eddie Merckx. I'm not making a murk bomb.,0,2017-04-14T19:57:36.000Z,London,,United Kingdom
507670357,Since me and Josh have got together not a day has gone by where we haven't laughed to the point you can't breathe and a love it💓,0,2017-04-29T20:22:37.000Z,Amsterdam,,United Kingdom
99328940,"Since when did the libs become so difficult to get in without ya student card, like bloody Fort Knox 🙄🙄🙄🙄🙄 #fumes",0,2017-03-08T14:01:35.000Z,London,,United Kingdom
550334214,Sit in the smoking area 24/7 puffing through 60 a day and win #Cbb 🚬,0,2017-02-03T22:28:33.000Z,Amsterdam,,United Kingdom
7297172,Sitting in on the end of day Patient Panel at #ppifair. Really fantastic to hear from Asthma patients directly. #publicengagement #dialogue,0,2017-03-23T15:01:24.000Z,London,,United Kingdom
43745177,"Sky weighted, air thick, thinking barely possible, city gasping for a thunderstorm. Sometimes nature gives you the metaphor you need.",0,2017-05-29T18:35:06.000Z,London,,United Kingdom
95429612,Slept fully through the night &amp; woke up this morning able to breathe clearly for the first time since Monday. Yeahhhh! #Asthma,0,2017-04-29T06:53:00.000Z,Paris,,United Kingdom
1976530753,Smashing day in #recordingstudio with @victoriocity: Script so funny I can't breathe! #new #comedy #podcast #ComingSoon #victoriana #Oxford,0,2017-04-30T19:51:12.000Z,London,,United Kingdom
62832968,Smog to fuck in London yet it's in Coventry that my asthma is the bane of my life,1,2017-02-20T12:31:50.000Z,London,,United Kingdom
2374345903,Smoking. What a disgusting habit. After seeing the state of these cups used as ashtrays can't believe people actually breathe that 💩🤢😷,0,2017-05-01T13:00:08.000Z,,,United Kingdom
28871490,"Smooth segway, there, from North Korea to asthma #WATO",0,2017-02-15T13:26:01.000Z,London,,United Kingdom
2950998873,"Sneezing, sore &amp; runny eyes and a tickly throat, oh hayfever how I've missed you...",1,2017-05-22T20:33:29.000Z,,,United Kingdom
2809947761,So I am now on steroids and antibiotics for my asthma.. oh the joys😷,1,2017-02-03T13:54:23.000Z,,,United Kingdom
20356950,So I can't afford to breathe this month so I'm going to have to sell myself for my new Yale lock,0,2017-03-21T01:07:37.000Z,London,"{ ""type"" : ""Point"", ""coordinates"" : [ -0.37643768, 51.4659412 ] }",United Kingdom
